X,Y
1.55833333333333,1.4
1.55833333333333,1.39753333333333
1.55833333333333,1.38753333333333
1.55833333333333,1.37753333333333
1.55833333333333,1.36753333333333
1.55833333333333,1.35753333333333
1.55833333333333,1.34753333333333
1.55833333333333,1.33753333333333
1.55833333333333,1.32753333333333
1.55833333333333,1.31753333333333
1.55833333333333,1.30753333333333
1.55833333333333,1.29753333333333
1.55833333333333,1.28753333333333
1.55833333333333,1.27753333333333
1.55833333333333,1.26753333333333
1.55833333333333,1.25753333333333
1.55833333333333,1.24753333333333
1.55833333333333,1.23753333333333
1.55833333333333,1.22753333333333
1.55833333333333,1.21753333333333
1.55833333333333,1.20753333333333
1.55833333333333,1.19753333333333
1.55833333333333,1.18753333333333
1.55833333333333,1.17753333333333
1.55833333333333,1.16753333333333
1.55833333333333,1.15753333333333
1.55833333333333,1.14753333333333
1.55833333333333,1.13753333333333
1.55833333333333,1.12753333333333
1.55833333333333,1.11753333333333
1.55833333333333,1.10753333333333
1.55833333333333,1.09753333333333
1.55833333333333,1.08753333333333
1.55833333333333,1.07753333333333
1.55833333333333,1.06753333333333
1.55833333333333,1.05753333333333
1.55833333333333,1.04753333333333
1.55833333333333,1.03753333333333
1.55833333333333,1.02753333333333
1.55833333333333,1.01753333333333
1.55833333333333,1.00753333333333
1.55833333333333,0.997533333333333
1.55833333333333,0.987533333333333
1.55833333333333,0.977533333333333
1.55833333333333,0.967533333333333
1.55767890123456,1.188378901234567
1.55685678901234,1.178767890123456
1.55590123456789,1.169178901234567
1.5548123456789,1.159612345678901
1.55358901234567,1.150067890123456
1.55223456789012,1.140545678901234
1.55074567890123,1.131045678901234
1.54912345678901,1.121567890123456
1.54736789012345,1.112112345678901
1.54547890123456,1.102678901234567
1.54345678901234,1.093267890123456
1.54130123456789,1.083878901234567
1.5390123456789,1.074512345678901
1.53658901234567,1.065167890123456
1.53403456789012,1.055845678901234
1.53134567890123,1.046556789012345
1.52852345678901,1.037289012345678
1.52556789012345,1.028045678901234
1.52247890123456,1.018834567890123
1.51925678901234,1.009645678901234
1.51590123456789,1.000478901234567
1.5124123456789,0.991334567890123
1.50878901234567,0.982223456789012
1.50503456789012,0.973134567890123
1.50114567890123,0.964067890123456
1.49712345678901,0.955034567890123
1.49296789012345,0.946023456789012
1.48867890123456,0.937045678901234
1.48425678901234,0.92810123456789
1.47970123456789,0.919189012345678
1.4750123456789,0.910312345678901
1.47018901234567,0.901478901234567
1.46524567890123,0.892689012345678
1.46016789012345,0.883945678901234
1.45496789012345,0.875245678901234
1.44964567890123,0.86660123456789
1.4442123456789,0.858012345678901
1.43866789012345,0.849489012345678
1.4330123456789,0.841034567890123
1.42725678901234,0.832656789012345
1.42138901234567,0.824345678901234
1.41542345678901,0.816112345678901
1.40934567890123,0.807956789012345
1.40316789012345,0.799878901234567
1.39688901234567,0.791889012345678
1.3905123456789,0.783989012345678
1.38403456789012,0.776178901234567
1.37745678901234,0.768456789012345
1.37077890123456,0.760834567890123
1.36400123456789,0.753312345678901
1.35712345678901,0.745889012345678
1.35014567890123,0.738567890123456
1.34306789012345,0.731345678901234
1.33588901234567,0.724245678901234
1.3286123456789,0.717256789012345
1.32123456789012,0.710389012345678
1.31376789012345,0.703645678901234
1.30620123456789,0.697012345678901
1.29854567890123,0.690512345678901
1.29080123456789,0.684134567890123
1.28296789012345,0.677889012345678
1.27504567890123,0.671767890123456
1.26703456789012,0.665789012345678
1.25894567890123,0.659934567890123
1.25076789012345,0.654212345678901
1.2425151309964,0.648629690030111
1.23418845232563,0.643107762447623
1.22593365253272,0.637478948870007
1.21775210358447,0.631744184819076
1.20964516527319,0.625904423425858
1.20161418499076,0.61996063527218
1.19366049750465,0.61391380822936
1.18578542473608,0.607764947294013
1.17799027554032,0.601515074421027
1.17027634548919,0.595165228353705
1.16264491665565,0.588716464451125
1.15509725740081,0.582169854512739
1.14763462216306,0.575526486600235
1.14025825124962,0.568787464856701
1.13296937063035,0.561953909323112
1.12576919173406,0.555026955752177
nan,nan
1.11163971091449,0.540897474932608
1.10471275734355,0.533697296036313
1.09787920180997,0.526408415417048
1.09114018006643,0.519032044503602
1.08449681215393,0.511569409265856
1.07795020221554,0.504021750011016
1.07150143831296,0.49639032117748
1.06515159224564,0.488676391126342
1.05890171937265,0.480881241930589
1.05275285843731,0.473006169162016
1.04670603139449,0.465052481675902
1.04076224324081,0.457021501393474
1.03492248184759,0.448914563082199
1.02918771779666,0.440733014133944
1.02355890421904,0.432478214341037
1.01803697663656,0.424151535670263
1.01262285280631,0.415754362034847
1.0073174325682,0.407288089064435
1.0021215976953,0.398754123873146
0.997036211747377,0.3901538848257
0.992062119927317,0.381488801301685
0.987200148940665,0.372760313457992
0.982451106858225,0.363969871989456
0.977815782981759,0.355118937887746
0.973294947712797,0.346208982198549
0.9688893524246,0.337241485777074
0.96459972933728,0.328217939041934
0.960426791396097,0.319139841727431
0.956371232152973,0.310008702634303
0.95243372565122,0.300826039378951
0.94861492631351,0.291593378141211
0.944915468833112,0.282312253410702
0.9413359680684,0.272984207731785
0.937877018940668,0.26361079144719
0.934539196335247,0.254193562440349
0.931323055005962,0.244734085876468
0.928229129482929,0.235233933942396
0.925257933983713,0.225694685585319
0.922409962327867,0.216117926250344
0.919685687854858,0.206505247616984
0.917085563345392,0.196858247334626
0.914610020946168,0.187178528756992
0.912259472098048,0.177467700675662
0.910034307467679,0.167727377052686
0.899133333333333,0.108333333333333
0.889133333333333,0.108333333333333
0.879133333333333,0.108333333333333
0.869133333333333,0.108333333333333
0.859133333333333,0.108333333333333
0.849133333333333,0.108333333333333
0.839133333333333,0.108333333333333
0.829133333333333,0.108333333333333
0.819133333333333,0.108333333333333
0.809133333333333,0.108333333333333
0.799133333333333,0.108333333333333
0.789133333333333,0.108333333333333
0.779133333333333,0.108333333333333
0.769133333333333,0.108333333333333
0.759133333333333,0.108333333333333
0.749133333333333,0.108333333333333
0.739133333333333,0.108333333333333
0.729133333333333,0.108333333333333
0.719133333333333,0.108333333333333
0.709133333333333,0.108333333333333
0.699133333333333,0.108333333333333
0.689133333333333,0.108333333333333
0.679133333333333,0.108333333333333
0.669133333333333,0.108333333333333
0.659133333333333,0.108333333333333
0.649133333333333,0.108333333333333
0.639133333333333,0.108333333333333
0.629133333333333,0.108333333333333
0.619133333333333,0.108333333333333
0.609133333333333,0.108333333333333
0.599133333333333,0.108333333333333
0.589133333333333,0.108333333333333
0.579133333333333,0.108333333333333
0.569133333333333,0.108333333333333
0.559133333333333,0.108333333333333
0.549133333333333,0.108333333333333
0.539133333333333,0.108333333333333
0.529133333333333,0.108333333333333
0.519133333333333,0.108333333333333
0.509133333333333,0.108333333333333
0.499133333333333,0.108333333333333
0.489133333333333,0.108333333333333
0.479133333333333,0.108333333333333
0.469133333333333,0.108333333333333
0.459133333333333,0.108333333333333
0.449133333333333,0.108333333333333
0.439133333333333,0.108333333333333
0.429133333333333,0.108333333333333
0.419133333333333,0.108333333333333
0.409133333333333,0.108333333333333
0.399133333333333,0.108333333333333
0.389133333333333,0.108333333333333
0.379133333333333,0.108333333333333
0.369133333333333,0.108333333333333
0.359133333333333,0.108333333333333
0.349133333333333,0.108333333333333
0.339133333333333,0.108333333333333
0.329133333333333,0.108333333333333
0.319133333333333,0.108333333333333
0.309133333333333,0.108333333333333
0.299133333333333,0.108333333333333
0.289133333333333,0.108333333333333
0.279133333333333,0.108333333333333
0.269133333333333,0.108333333333333
0.259133333333333,0.108333333333333
0.249133333333333,0.108333333333333
0.239133333333333,0.108333333333333
0.229133333333333,0.108333333333333
0.219133333333333,0.108333333333333
0.209133333333333,0.108333333333333
0.199133333333333,0.108333333333333
0.189133333333333,0.108333333333333
0.179133333333333,0.108333333333333
0.169133333333333,0.108333333333333
0.159133333333333,0.108333333333333
0.149133333333333,0.108333333333333
0.139133333333333,0.108333333333333
0.129133333333333,0.108333333333333
0.119133333333333,0.108333333333333
0.109133333333333,0.108333333333333
0.0991333333333333,0.108333333333333
0.0891333333333333,0.108333333333333
0.0791333333333334,0.108333333333333
0.0691333333333334,0.108333333333333
0.0591333333333334,0.108333333333333
0.0491333333333333,0.108333333333333
0.0391333333333333,0.108333333333333
0.0291333333333334,0.108333333333333
0.0191333333333334,0.108333333333333
0.00913333333333336,0.108333333333333
-0.00086666666666666,0.108333333333333
-0.0108666666666667,0.108333333333333
-0.0208666666666666,0.108333333333333
-0.0308666666666666,0.108333333333333
-0.0408666666666666,0.108333333333333
-0.0508666666666667,0.108333333333333
-0.0608666666666666,0.108333333333333
-0.0708666666666666,0.108333333333333
-0.0808666666666666,0.108333333333333
-0.0908666666666666,0.108333333333333
-0.100866666666667,0.108333333333333
-0.110866666666667,0.108333333333333
-0.120866666666667,0.108333333333333
-0.130866666666667,0.108333333333333
-0.140866666666667,0.108333333333333
-0.150866666666667,0.108333333333333
-0.160866666666667,0.108333333333333
-0.170866666666667,0.108333333333333
-0.180866666666667,0.108333333333333
-0.190866666666667,0.108333333333333
-0.200866666666667,0.108333333333333
-0.210866666666667,0.108333333333333
-0.220866666666667,0.108333333333333
-0.230866666666667,0.108333333333333
-0.240866666666667,0.108333333333333
-0.250866666666667,0.108333333333333
-0.260866666666667,0.108333333333333
-0.270866666666667,0.108333333333333
-0.280866666666667,0.108333333333333
-0.290866666666666,0.108333333333333
-0.300866666666667,0.108333333333333
-0.310866666666667,0.108333333333333
-0.320866666666667,0.108333333333333
-0.330866666666667,0.108333333333333
-0.340866666666667,0.108333333333333
-0.350866666666667,0.108333333333333
-0.360866666666667,0.108333333333333
-0.370866666666667,0.108333333333333
-0.380866666666667,0.108333333333333
-0.390866666666667,0.108333333333333
-0.400866666666667,0.108333333333333
-0.410866666666667,0.108333333333333
-0.420866666666667,0.108333333333333
-0.430866666666667,0.108333333333333
-0.440866666666667,0.108333333333333
-0.450866666666667,0.108333333333333
-0.460866666666667,0.108333333333333
-0.470866666666667,0.108333333333333
-0.480866666666667,0.108333333333333
-0.490866666666667,0.108333333333333
-0.500866666666667,0.108333333333333
-0.510866666666667,0.108333333333333
-0.520866666666667,0.108333333333333
-0.530866666666667,0.108333333333333
-0.540866666666666,0.108333333333333
-0.550866666666667,0.108333333333333
-0.560866666666667,0.108333333333333
-0.570866666666667,0.108333333333333
-0.580866666666667,0.108333333333333
-0.590866666666667,0.108333333333333
-0.600866666666667,0.108333333333333
-0.610866666666667,0.108333333333333
-0.620866666666667,0.108333333333333
-0.630866666666667,0.108333333333333
-0.640866666666666,0.108333333333333
-0.650866666666667,0.108333333333333
-0.660866666666667,0.108333333333333
-0.670866666666667,0.108333333333333
-0.680866666666667,0.108333333333333
-0.690866666666667,0.108333333333333
-0.700866666666667,0.108333333333333
-0.710866666666667,0.108333333333333
-0.720866666666667,0.108333333333333
-0.730866666666667,0.108333333333333
-0.740866666666667,0.108333333333333
-0.750866666666667,0.108333333333333
-0.760866666666667,0.108333333333333
-0.770866666666667,0.108333333333333
-0.780866666666667,0.108333333333333
-0.790866666666666,0.108333333333333
-0.800866666666667,0.108333333333333
-0.810866666666667,0.108333333333333
-0.820866666666667,0.108333333333333
-0.830866666666667,0.108333333333333
-0.840866666666667,0.108333333333333
-0.850866666666667,0.108333333333333
-0.860866666666667,0.108333333333333
-0.870866666666667,0.108333333333333
-0.880866666666667,0.108333333333333
-0.890866666666666,0.108333333333333
-0.900866666666667,0.108333333333333
-0.910866666666667,0.108333333333333
-0.920866666666667,0.108333333333333
-0.930866666666667,0.108333333333333
-0.940866666666667,0.108333333333333
-0.950866666666667,0.108333333333333
-0.960866666666667,0.108333333333333
-0.970866666666667,0.108333333333333
-0.980866666666667,0.108333333333333
-0.990866666666667,0.108333333333333
-1.00086666666667,0.108333333333333
-1.01086666666667,0.108333333333333
-1.02086666666667,0.108333333333333
-1.03086666666667,0.108333333333333
-1.04086666666667,0.108333333333333
-1.05086666666667,0.108333333333333
-1.06086666666667,0.108333333333333
-1.07086666666667,0.108333333333333
-1.08086666666667,0.108333333333333
-1.09086666666667,0.108333333333333
-1.10086666666667,0.108333333333333
-1.11086666666667,0.108333333333333
-1.12086666666667,0.108333333333333
-1.13086666666667,0.108333333333333
-1.14086666666667,0.108333333333333
-1.15086666666667,0.108333333333333
-1.16086666666667,0.108333333333333
-1.17086666666667,0.108333333333333
-1.18086666666667,0.108333333333333
-1.19086666666667,0.108333333333333
